Age1,Race,Sex,State,Crime,Convicted,Exonerated,Sentence,Lost,Age2,id
19,Black,Male,Wisconsin,Murder,2003,2013,Life,10,29,43
17,Caucasian,Male,Missouri,Murder,2005,2013,40 years,8,25,44
15,Black,Male,Illinois,Child Sex Abuse,2002,2013,15 years,11,26,45
14,Caucasian,Male,Virginia,Sexual Assault,2008,2013,7 years and 6 months,5,19,46
23,Hispanic,Male,Georgia,Murder,2001,2013,Life,12,35,47
29,Black,Male,Florida,Child Sex Abuse,2004,2013,30 years,9,38,48
47,Black,Male,Illinois,Sexual Assault,2004,2013,30 years,9,56,49
20,Black,Male,California,Murder,2003,2013,Life,10,30,50
36,Caucasian,Female,Missouri,Murder,2009,2013,20 years,4,40,51
48,Black,Male,Maryland,Robbery,2004,2013,25 years,9,57,52
26,Black,Male,District of Columbia,Murder,2005,2013,25 years,8,34,53
38,Caucasian,Male,Fed-NY,Fraud,2009,2013,Probation,4,42,54
19,Native American,Male,Washington,Robbery,2003,2013,16 years and 6 months,10,29,55
30,Black,Male,Washington,Sexual Assault,2007,2013,14 months,6,36,56
25,Caucasian,Male,California,Sexual Assault,2006,2013,Life,7,32,57
46,Caucasian,Male,Fed-NY,Tax Evasion/Fraud,2011,2013,Not sentenced,2,48,58
67,Caucasian,Male,Michigan,Child Sex Abuse,2006,2013,15 years,7,74,59
16,Caucasian,Female,Texas,Murder,2008,2013,Life,5,21,60
32,Black,Male,Washington,Sexual Assault,2007,2013,6 months,6,38,61
23,Black,Female,Illinois,Murder,2005,2013,30 years,8,31,62
43,Black,Male,Michigan,Failure to Pay Child Support,2009,2013,Probation,4,47,63
36,Caucasian,Male,Wisconsin,Arson,2007,2013,3 years,6,42,64
24,Black,Male,Texas,Drug Possession or Sale,2006,2013,8 months,7,31,65
31,Caucasian,Male,Michigan,Arson,2007,2013,3 to 20 years,6,37,66
25,Caucasian,Male,Georgia,Murder,2008,2013,Life,5,30,67
44,Black,Male,California,Attempted Murder,2006,2013,25 years to life,7,51,68
36,Caucasian,Male,Washington,Murder,2008,2013,40 years,5,41,69
57,Black,Female,Michigan,Forgery,2011,2013,Probation,2,59,70
21,Caucasian,Male,Washington,Robbery,2009,2013,26 years,4,25,71
27,Caucasian,Male,Washington,Robbery,2009,2013,20 years,4,31,72
23,Caucasian,Male,Tennessee,Murder,2010,2013,25 years,3,26,73
19,Hispanic,Male,Illinois,Drug Possession or Sale,2009,2013,Probation,4,23,74
35,Caucasian,Male,Arkansas,Child Sex Abuse,2010,2013,12 years,3,38,75
21,Caucasian,Male,Washington,Robbery,2009,2013,42 years,4,25,76
25,Black,Male,Massachusetts,Murder,2010,2013,Life,3,28,77
28,Black,Male,California,Assault,2012,2013,Not sentenced,1,29,78
19,Black,Male,Virginia,Robbery,2010,2013,1 year and 11 months,3,22,79
21,Black,Male,Georgia,Robbery,2010,2013,Life,3,24,80
28,Hispanic,Female,Illinois,Drug Possession or Sale,2011,2013,Probation,2,30,81
47,Hispanic,Male,Arizona,Drug Possession or Sale,2013,2013,90 days,0,47,82
40,Black,Male,New York,Robbery,2010,2013,5 years,3,43,83
61,Caucasian,Male,Washington,Sex Offender Registration,2011,2013,1 year and 5 months,2,63,84
26,Hispanic,Male,Illinois,Drug Possession or Sale,2012,2013,6 years,1,27,85
48,Caucasian,Male,New York,Assault,2010,2013,Probation,3,51,86
36,Caucasian,Male,Wyoming,Murder,2011,2013,Life,2,38,87
34,Hispanic,Male,Massachusetts,Drug Possession or Sale,2011,2013,7 years,2,36,88
47,Caucasian,Male,Illinois,Drug Possession or Sale,2012,2013,4 years,1,48,89
21,Caucasian,Female,Illinois,Drug Possession or Sale,2012,2013,Probation,1,22,90
25,Caucasian,Male,Texas,Weapon Possession or Sale,2011,2013,4 years,2,27,91
20,Caucasian,Female,Texas,Drug Possession or Sale,2012,2013,3 years,1,21,92
25,Black,Female,Texas,Drug Possession or Sale,2012,2013,2 years,1,26,93
33,Black,Male,Texas,Sex Offender Registration,2013,2013,3 years,0,33,94
30,Caucasian,Female,Texas,Drug Possession or Sale,2012,2013,60 days,1,31,95
19,Hispanic,Male,Texas,Drug Possession or Sale,2013,2013,5 years,0,19,96
44,Caucasian,Female,Texas,Drug Possession or Sale,2012,2013,3 years,1,45,97
27,Caucasian,Male,Texas,Drug Possession or Sale,2012,2013,25 years,1,28,98
36,Black,Male,Tennessee,Assault,2012,2013,2 years,1,37,99
