Age1,Race,Sex,State,Crime,Convicted,Exonerated,Sentence,Lost,Age2,id
33,Caucasian,Male,California,Child Sex Abuse,2001,2015,24 years,14,47,59
16,Black,Male,North Carolina,Murder,2002,2015,10 years,13,29,60
19,Hispanic,Male,California,Murder,2002,2015,Life without parole,13,32,61
36,Black,Male,New York,Murder,2003,2015,25 years to life,12,48,62
19,Black,Male,Illinois,Murder,2002,2015,50 years,13,32,63
29,Black,Male,Illinois,Murder,2002,2015,50 years,13,42,64
21,Black,Male,Illinois,Murder,2004,2015,50 years,11,32,65
21,Black,Male,Texas,Murder,2005,2015,Death,10,31,66
43,Caucasian,Male,Nevada,Possession of Stolen Property,2004,2015,10 to 25 years,11,54,67
45,Black,Male,Fed-NY,Fraud,2009,2015,1 year and 1 day,6,51,68
23,Hispanic,Male,Texas,Burglary/Unlawful Entry,2004,2015,2 years,11,34,69
22,Hispanic,Male,New York,Manslaughter,2006,2015,25 years,9,31,70
35,Native American,Male,New York,Sexual Assault,2006,2015,5 years,9,44,71
32,Caucasian,Male,South Carolina,Murder,2008,2015,Life without parole,7,39,72
28,Black,Male,Fed-MT,Drug Possession or Sale,2006,2015,35 years,9,37,73
17,Black,Male,Louisiana,Murder,2009,2015,Life without parole,6,23,74
37,Caucasian,Male,Wisconsin,Sexual Assault,2007,2015,20 years,8,45,75
20,Black,Male,Florida,Robbery,2007,2015,30 years,8,28,76
34,Black,Male,Texas,Drug Possession or Sale,2006,2015,60 days,9,43,77
16,Black,Male,Connecticut,Murder,2007,2015,38 years,8,24,78
20,Black,Male,Texas,Drug Possession or Sale,2006,2015,210 days,9,29,79
29,Caucasian,Female,Texas,Murder,2007,2015,Life without parole,8,37,80
26,Black,Male,Pennsylvania,Murder,2007,2015,Life,8,34,81
20,Black,Male,Texas,Drug Possession or Sale,2006,2015,5 months,9,29,82
23,Black,Male,Texas,Drug Possession or Sale,2007,2015,7 months,8,31,83
23,Black,Male,Texas,Drug Possession or Sale,2007,2015,30 days in jail,8,31,84
38,Caucasian,Male,Illinois,Child Sex Abuse,2013,2015,Not sentenced,2,40,85
30,Native American,Male,Wisconsin,Traffic Offense,2011,2015,6 years,4,34,86
54,Caucasian,Male,Texas,Drug Possession or Sale,2007,2015,8 months,8,62,87
37,Caucasian,Male,Maine,Sexual Assault,2009,2015,Not sentenced,6,43,88
17,Black,Male,New York,Murder,2009,2015,25 years to life,6,23,89
26,Caucasian,Male,Georgia,Burglary/Unlawful Entry,2008,2015,2 years,7,33,90
13,Caucasian,Male,Pennsylvania,Arson,2008,2015,6 to 12 months,7,20,91
25,Black,Male,California,Murder,2010,2015,50 to life,5,30,92
26,Black,Male,Texas,Drug Possession or Sale,2008,2015,60 days,7,33,93
29,Black,Male,Texas,Drug Possession or Sale,2008,2015,30 days,7,36,94
55,Black,Male,Texas,Drug Possession or Sale,2008,2015,6 months,7,62,95
29,Black,Female,Texas,Drug Possession or Sale,2008,2015,7 months,7,36,96
24,Caucasian,Male,Texas,Drug Possession or Sale,2008,2015,10 days,7,31,97
27,Black,Male,Florida,Attempted Murder,2011,2015,40 years,4,31,98
54,Hispanic,Male,New York,Robbery,2010,2015,22 to life,5,59,99
50,Black,Male,Texas,Drug Possession or Sale,2009,2015,30 days,6,56,100
44,Hispanic,Male,Texas,Assault,2010,2015,3 years,5,49,101
17,Black,Male,Texas,Drug Possession or Sale,2009,2015,Probation,6,23,102
29,Black,Male,Texas,Drug Possession or Sale,2009,2015,60 days,6,35,103
29,Black,Male,Texas,Drug Possession or Sale,2009,2015,2 days,6,35,104
27,Black,Male,Wisconsin,Murder,2011,2015,Life,4,31,105
59,Caucasian,Male,Texas,Sexual Assault,2013,2015,Probation,2,61,106
57,Caucasian,Male,Connecticut,Other Nonviolent Felony,2012,2015,15 months,3,60,107
31,Black,Male,Florida,Manslaughter,2013,2015,50 years,2,33,108
41,Caucasian,Male,Missouri,Murder,2013,2015,Life without parole,2,43,109
34,Asian,Male,Illinois,Sex Offender Registration,2011,2015,3 years,4,38,110
50,Caucasian,Female,New York,Attempted Murder,2012,2015,16 years,3,53,111
20,Hispanic,Female,Texas,Solicitation,2011,2015,10 days,4,24,112
40,Caucasian,Male,Fed-Military,Drug Possession or Sale,2012,2015,2 years,3,43,113
30,Black,Male,New York,Drug Possession or Sale,2013,2015,15 years,2,32,114
38,Black,Male,Delaware,Drug Possession or Sale,2013,2015,20 years,2,40,115
21,Black,Male,Texas,Robbery,2013,2015,10 years,2,23,116
48,Black,Male,New York,Weapon Possession or Sale,2013,2015,1 year,2,50,117
22,Black,Male,Missouri,Robbery,2013,2015,12 years,2,24,118
61,Caucasian,Male,Montana,Sexual Assault,2013,2015,5 years,2,63,119
26,Black,Male,Illinois,Burglary/Unlawful Entry,2013,2015,6 years,2,28,120
23,Black,Male,Alabama,Murder,2014,2015,Life without parole,1,24,121
30,Asian,Male,Texas,Drug Possession or Sale,2012,2015,6 months,3,33,122
28,Black,Male,Texas,Drug Possession or Sale,2012,2015,30 days,3,31,123
52,Caucasian,Male,Virginia,Kidnapping,2013,2015,8 years,2,54,124
22,Black,Male,Texas,Drug Possession or Sale,2013,2015,7 years,2,24,125
33,Black,Female,Texas,Drug Possession or Sale,2013,2015,6 months,2,35,126
17,Caucasian,Female,Texas,Drug Possession or Sale,2013,2015,Probation,2,19,127
32,Black,Male,Texas,Drug Possession or Sale,2013,2015,30 days,2,34,128
52,Black,Male,Texas,Sex Offender Registration,2013,2015,10 years,2,54,129
33,Hispanic,Male,Texas,Drug Possession or Sale,2013,2015,10 months,2,35,130
32,Caucasian,Male,Alaska,Assault,2014,2015,2 months,1,33,131
43,Hispanic,Male,Wisconsin,Manslaughter,2014,2015,5 years,1,44,132
55,Hispanic,Male,California,Other,2014,2015,110 days,1,56,133
20,Black,Female,Texas,Drug Possession or Sale,2013,2015,Community service,2,22,134
44,Black,Male,Texas,Drug Possession or Sale,2014,2015,4 days,1,45,135
21,Hispanic,Female,Texas,Drug Possession or Sale,2014,2015,Probation,1,22,136
22,Black,Male,Texas,Drug Possession or Sale,2014,2015,Probation,1,23,137
19,Caucasian,Male,Texas,Drug Possession or Sale,2014,2015,Probation,1,20,138
53,Caucasian,Male,Texas,Sex Offender Registration,2014,2015,7 years,1,54,139
59,Caucasian,Male,Alabama,Child Sex Abuse,2015,2015,Not sentenced,0,59,140
26,Black,Male,Texas,Drug Possession or Sale,2014,2015,90 days,1,27,141
48,Native American,Male,Alaska,Harassment,2014,2015,Probation,1,49,142
20,Hispanic,Female,Texas,Drug Possession or Sale,2014,2015,Probation,1,21,143
33,Black,Male,Texas,Drug Possession or Sale,2014,2015,6 months,1,34,144
42,Black,Male,Minnesota,Drug Possession or Sale,2014,2015,1 year and 3 months,1,43,145
42,Hispanic,Male,Texas,Drug Possession or Sale,2014,2015,21 days,1,43,146
32,Black,Male,Texas,Drug Possession or Sale,2014,2015,6 months,1,33,147
32,Black,Male,Texas,Drug Possession or Sale,2014,2015,30 days,1,33,148
50,Hispanic,Female,Fed-NY,Drug Possession or Sale,2015,2015,Not sentenced,0,50,149
29,Black,Male,Texas,Drug Possession or Sale,2014,2015,2 years,1,30,150
19,Black,Male,Texas,Drug Possession or Sale,2014,2015,Probation,1,20,151
32,Caucasian,Female,Texas,Drug Possession or Sale,2014,2015,6 months,1,33,152
27,Black,Male,Texas,Drug Possession or Sale,2014,2015,6 months,1,28,153
19,Caucasian,Female,Texas,Drug Possession or Sale,2014,2015,Probation,1,20,154
49,Black,Female,Texas,Drug Possession or Sale,2014,2015,2 years,1,50,155
25,Caucasian,Male,Texas,Drug Possession or Sale,2014,2015,2 years,1,26,156
18,Other,Male,Guam,Robbery,2014,2015,21 years,1,19,157
26,Black,Male,Texas,Drug Possession or Sale,2014,2015,4 days,1,27,158
20,Hispanic,Male,Texas,Drug Possession or Sale,2015,2015,21 days,0,20,159
36,Black,Female,Texas,Drug Possession or Sale,2015,2015,8 days,0,36,160
19,Hispanic,Male,Texas,Drug Possession or Sale,2015,2015,25 days,0,19,161
20,Hispanic,Female,Texas,Drug Possession or Sale,2015,2015,Probation,0,20,162
24,Black,Male,Texas,Drug Possession or Sale,2015,2015,6 days,0,24,163
20,Asian,Male,Texas,Drug Possession or Sale,2015,2015,10 days,0,20,164
27,Hispanic,Male,Texas,Drug Possession or Sale,2015,2015,Probation,0,27,165
