Age1,Race,Sex,State,Crime,Convicted,Exonerated,Sentence,Lost,Age2,id
43,Black,Male,Arizona,Assault,2006,2012,7 years and 6 months,6,49,78
25,Caucasian,Male,Michigan,Child Sex Abuse,2006,2012,14 to 30 years,6,31,79
39,Caucasian,Male,New York,Murder,2006,2012,25 years to life,6,45,80
48,Caucasian,Male,Michigan,Sexual Assault,2006,2012,6 to 15 years,6,54,81
24,Caucasian,Male,Alabama,Child Sex Abuse,2006,2012,Probation,6,30,82
21,Caucasian,Male,Florida,Theft,2006,2012,10 years,6,27,83
21,Black,Male,Illinois,Murder,2007,2012,40 years,5,26,84
35,Black,Male,Massachusetts,Drug Possession or Sale,2008,2012,12 years,4,39,85
26,Hispanic,Male,North Carolina,Murder,2007,2012,18 to 22 years,5,31,86
21,Caucasian,Male,Missouri,Robbery,2008,2012,16 years,4,25,87
30,Caucasian,Male,Washington,Weapon Possession or Sale,2008,2012,2 1/2 years,4,34,88
37,Caucasian,Male,Wisconsin,Child Sex Abuse,2010,2012,9 years,2,39,89
47,Black,Male,New York,Robbery,2008,2012,10 years,4,51,90
49,Caucasian,Male,Fed-TN,Fraud,2009,2012,6.5 years,3,52,91
25,Hispanic,Male,New York,Assault,2009,2012,4 years,3,28,92
32,Black,Male,Pennsylvania,Child Sex Abuse,2009,2012,28 to 60 3/4 years,3,35,93
18,Black,Female,California,Murder,2009,2012,25 to Life,3,21,94
19,Black,Male,Nevada,Kidnapping,2007,2012,9 to 23 years,5,24,95
43,Caucasian,Male,California,Traffic Offense,2007,2012,Community service,5,48,96
45,Caucasian,Male,California,Traffic Offense,2009,2012,License suspension,3,48,97
42,Black,Female,Michigan,Failure to Pay Child Support,2008,2012,48 days and probation,4,46,98
26,Caucasian,Male,Oklahoma,Child Sex Abuse,2009,2012,35 years,3,29,99
51,Hispanic,Male,Fed-CA,Immigration,2009,2012,7 years,3,54,100
25,Black,Male,Maryland,Murder,2010,2012,Life,2,27,101
54,Black,Male,Georgia,Sex Offender Registration,2011,2012,1 year,1,55,102
32,Black,Male,New York,Assault,2009,2012,10 years,3,35,103
48,Caucasian,Male,Michigan,Drug Possession or Sale,2010,2012,5 months,2,50,104
50,Caucasian,Male,Texas,Murder,2011,2012,Life,1,51,105
37,Caucasian,Female,Massachusetts,Weapon Possession or Sale,2009,2012,1 year and 6 months,3,40,106
29,Caucasian,Male,Fed-Military,Sexual Assault,2009,2012,2 years,3,32,107
47,Hispanic,Male,Texas,Assault,2012,2012,Not sentenced,0,47,108
32,Hispanic,Male,Fed-DC,Conspiracy,2011,2012,Not sentenced,1,33,109
32,Black,Female,Texas,Drug Possession or Sale,2011,2012,6 years,1,33,110
33,Black,Female,Texas,Drug Possession or Sale,2010,2012,6 months,2,35,111
50,Caucasian,Male,Fed-DC,Conspiracy,2011,2012,Not sentenced,1,51,112
44,Hispanic,Male,Fed-CA,Immigration,2010,2012,18 months,2,46,113
23,Caucasian,Male,Wyoming,Child Sex Abuse,2010,2012,18 to 24 years,2,25,114
58,Caucasian,Male,Fed-DC,Conspiracy,2011,2012,Not sentenced,1,59,115
44,Caucasian,Male,Washington,Sex Offender Registration,2011,2012,43 months,1,45,116
42,Hispanic,Male,Texas,Drug Possession or Sale,2011,2012,6 months,1,43,117
27,Black,Male,Texas,Drug Possession or Sale,2011,2012,7 months,1,28,118
